"id","target","subassay","predictor","response"
"28","p16","I","203.4",7851
"28","x24","I","324.75",6356
"28","a27","I","345",9013
"28","p42","I","312.25",7679
"28","d56","I","373.8",6623
"28","b28","J","238.6",6537
"28","e57","J","381.5",6528
"28","c3","K","177.6",8409
"28","f6","K","262.85",8772
"28","x50","K","319.2",8627
"28","a53","K","277.06",8725
"28","d56","K","249.9",7361
"29","u21","A","226.5",2888
"29","i35","A","380.25",2873
"29","q43","A","341.56",3126
"29","n40","B","330.25",4667
"29","z52","B","372",4640
"29","k11","C","186.2",2006
"29","a53","C","421",2652
"29","c55","C","319.2",2679
"29","g7","D","292.3",2364
"29","i9","D","234.6",2441
"29","d30","D","304.3",3354
"29","c55","D","355.8",2755
"29","s19","E","219.7",4312
"29","h34","E","228.7",3934
"29","m39","E","196.9",3460
"29","t46","E","254.4",4208
"29","b54","E","281.6",4242
"29","w49","F","403.83",7926
"29","y51","F","238",7716
"29","d56","F","249.9",5138
"29","w23","G","238.5",4949
"29","e57","G","381.6",6022
"29","l12","H","297.7",4798
"29","u21","H","245.5",4068
"29","a27","I","345",6569
"29","d30","I","289.2",5864
"29","t20","J","155.6",5885
"29","e57","J","381.5",7926
"29","c3","K","177.6",6733
"29","f6","K","262.85",8094
"30","e5","A","251",2481
"30","m13","A","279.1",2664
"30","u21","A","226.5",2934
"30","m39","A","212.15",2885
"30","y25","B","413.65",3770
"30","f32","B","465.9",5249
"30","z52","B","372",4423
"30","b54","B","212.4",3983
"30","k11","C","186.2",2685
"30","s19","C","205.95",2902
"30","w23","C","257.5",3021
"30","k37","C","395.5",3795
"30","o41","C","247.8",3093
"30","c3","D","191.1",1750
"30","f32","D","432.7",3010
"30","i35","D","368.5",2356
"30","n40","D","384.7",2590
"30","z52","D","469.3",2568
"30","o15","E","412.5",5267
"30","s19","E","219.7",5398
"30","j36","E","397.9",5198
"30","q43","E","335.5",5101
"30","b54","E","281.6",5482
"30","w49","F","403.83",8111
"30","y51","F","238",7954
"30","f6","G","216.3",5996
"30","j10","G","483.9",6058
"30","p42","G","333.5",6248
"30","x50","G","319.2",5775
"30","q17","H","175.95",5346
"30","u21","H","245.5",5168
"30","a27","H","194.3",5217
"30","h34","H","233.8",5915
"30","l38","H","260.8",5446
"30","y51","H","281.9",6295
"30","j10","I","237.8",7925
"30","l12","I","261.95",6702
"30","p16","I","203.4",7437
"30","x50","I","365.2",6415
"30","z26","J","229.6",5816
"30","x50","K","319.2",7123
"30","d56","K","249.9",5420
"31","e5","A","251",2741
"31","i35","A","380.25",3046
"31","n14","B","191.75",4309
"31","y25","B","413.65",3684
"31","b54","B","212.4",3918
"31","g33","C","221",1975
"31","a53","C","421",2867
"31","c3","D","191.1",2130
"31","e5","D","181.75",2345
"31","f32","D","432.7",3722
"31","i35","D","368.5",2943
"31","u47","D","248",2378
"31","c55","D","355.8",3116
"31","h34","E","228.7",4456
"31","t46","E","254.4",4702
"31","k11","F","270.4",5719
"31","p16","F","285.6",5984
"31","g33","F","227.9",6964
"31","r44","F","422.1",6319
"31","w49","F","403.83",6800
"31","j10","G","483.9",4158
"31","p42","G","333.5",5415
"31","x50","G","319.2",4800
"31","e57","G","381.6",5281
"31","u21","H","245.5",5574
"31","a27","H","194.3",5618
"31","e31","H","213.1",5674
"31","h34","H","233.8",6925
"31","l38","H","260.8",6375
"31","y51","H","281.9",7414
"31","d4","I","169.15",4348
"31","j10","I","237.8",4990
"31","l12","I","261.95",4316
"31","t20","J","155.6",6424
"31","z26","J","229.6",6460
"31","b28","J","238.6",7607
"31","a1","K","210.5",6685
"31","c3","K","177.6",6928
"31","f6","K","262.85",7732
"31","s19","K","205.8",7145
"control","e5","A","251",10416
"control","m13","A","279.1",12455
"control","q17","A","189.6",6232
"control","e31","A","262.4",12107
"control","m39","A","212.15",13442
"control","u47","A","216.9",11567
"control","e57","A","352.4",11123
"control","n14","B","191.75",7951
"control","v22","B","163.8",16770
"control","b28","B","245.4",14109
"control","j36","B","496.2",8787
"control","b54","B","212.4",13135
"control","o15","C","330.4",5871
"control","w23","C","257.5",11569
"control","w49","C","410.8",5878
"control","g7","D","292.3",10684
"control","n14","D","262.8",6246
"control","a27","D","202.4",11118
"control","d30","D","304.3",14194
"control","i35","D","368.5",11083
"control","o15","E","412.5",4524
"control","a27","E","292.65",14740
"control","j36","E","397.9",6647
"control","v48","E","455.9",5748
"control","k11","F","270.4",10556
"control","p16","F","285.6",5561
"control","r44","F","422.1",3889
"control","f6","G","216.3",16057
"control","r18","G","257.15",7004
"control","y25","G","356.45",9536
"control","s45","G","196.8",14727
"control","x50","G","319.2",10740
"control","a53","G","277",13242
"control","a27","H","194.3",11569
"control","e31","H","213.1",12305
"control","y51","H","281.9",11731
"control","d4","I","169.15",22290
"control","j10","I","237.8",17891
"control","l12","I","261.95",15834
"control","p16","I","203.4",11359
"control","p42","I","312.25",12665
"control","t20","J","155.6",9369
"control","v48","J","265.8",15439
"control","s19","K","205.8",8196
"control","z26","K","162.6",14905
"control","x50","K","319.2",11713
"control","d56","K","249.9",13155
